Id,Label,Kingdom,Phylum,Class,Order,Family,Genus,FC,PD_sig
g__Faecalitalea,g__Faecalitalea,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,1.62679903384424,No
g__Lachnospiraceae_NK4B4_group,g__Lachnospiraceae_NK4B4_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4B4_group,0.40827785472659,No
g__Slackia,g__Slackia,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,1.31266425216742,No
g__Peptococcus,g__Peptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,0.756007337950752,No
g__Phocea,g__Phocea,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,0.822816032534961,No
g__Pluralibacter,g__Pluralibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pluralibacter,Inf,No
unclassified,unclassified,NA,NA,NA,NA,NA,NA,0.931749010379775,No
g__Family_XIII_UCG-001,g__Family_XIII_UCG-001,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001,0.749623052663811,No
c__Bacteroidia_unclass,c__Bacteroidia_unclass,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,4.03405521789613,No
g__Ruminiclostridium_1,g__Ruminiclostridium_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,2.0633178375428,No
f__Burkholderiaceae_unclass,f__Burkholderiaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.562035162776344,No
g__Catenibacterium,g__Catenibacterium,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,1.06836999827072,No
g__Shuttleworthia,g__Shuttleworthia,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,1.03574262608809,No
g__Ruminococcaceae_UCG-009,g__Ruminococcaceae_UCG-009,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-009,1.45474230179301,No
g__Nosocomiicoccus,g__Nosocomiicoccus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,17.4005755941238,No
g__Candidatus_Stoquefichus,g__Candidatus_Stoquefichus,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Candidatus_Stoquefichus,1.57902252300837,No
g__Lachnospiraceae_FCS020_group,g__Lachnospiraceae_FCS020_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group,0.671729816715333,No
g__Brevibacterium,g__Brevibacterium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,0.58160221181653,No
k__Bacteria_unclass,k__Bacteria_unclass,Bacteria,NA,NA,NA,NA,NA,2.07024902906883,No
g__Pseudoclavibacter,g__Pseudoclavibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,6.37244692532199,No
f__Christensenellaceae_unclass,f__Christensenellaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,NA,1.05236149904178,No
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.623527806707441,No
g__Senegalimassilia,g__Senegalimassilia,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,1.7974195078191,No
g__Gordonibacter,g__Gordonibacter,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,1.1599329085205,No
f__Desulfovibrionaceae_unclass,f__Desulfovibrionaceae_unclass,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,NA,1.02487330144151,No
g__Micrococcus,g__Micrococcus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,5.21236137847321,No
g__Bacillus,g__Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0.154312104798621,No
g__Kocuria,g__Kocuria,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,0.14291070962883,No
g__Mogibacterium,g__Mogibacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium,1.99562427167003,No
g__Lachnospiraceae_UCG-003,g__Lachnospiraceae_UCG-003,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-003,0.0989402056930831,No
g__Xylophilus,g__Xylophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Xylophilus,2709.64166920202,No
g__Granulicatella,g__Granulicatella,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,0.590468607355896,No
g__Candidatus_Soleaferrea,g__Candidatus_Soleaferrea,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus_Soleaferrea,0.863609756645409,No
f__Eggerthellaceae_unclass,f__Eggerthellaceae_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA,0.551859101445771,No
g__Rhodococcus,g__Rhodococcus,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,16.8895703378217,No
g__Paenibacillus,g__Paenibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,0.611647776341602,No
g__Negativicoccus,g__Negativicoccus,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus,1.52993640031019,No
g__Sphingomonas,g__Sphingomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,38.2151137541832,No
g__Coprobacillus,g__Coprobacillus,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,0.756641931520644,No
g__GCA-900066755,g__GCA-900066755,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GCA-900066755,1.18744608705163,No
g__Paracoccus,g__Paracoccus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0.15317720651898,No
g__Brevibacillus,g__Brevibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,0.215544158900746,No
g__Olsenella,g__Olsenella,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,13.0526070715911,No
g__Salmonella,g__Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,3.41499570338055,No
g__Brachybacterium,g__Brachybacterium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,0.0263055138214789,No
g__Brucella,g__Brucella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,1.64529460794675,No
g__Anaeroplasma,g__Anaeroplasma,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,0,No
g__Sphingobium,g__Sphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,882.565813138726,No
p__Proteobacteria_unclass,p__Proteobacteria_unclass,Bacteria,Proteobacteria,NA,NA,NA,NA,39.6233178644999,No
g__Gallicola,g__Gallicola,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola,2.57795293677913,No
g__Ruminiclostridium,g__Ruminiclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,0.372565547080115,No
g__Hafnia-Obesumbacterium,g__Hafnia-Obesumbacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia-Obesumbacterium,5.32844470551683,No
g__Harryflintia,g__Harryflintia,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,1.2274445532081,No
g__Rothia,g__Rothia,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,0.632421462325118,No
f__Erysipelotrichaceae_unclass,f__Erysipelotrichaceae_unclass,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,2.30052717538801,No
g__Cerasicoccus,g__Cerasicoccus,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,39.8862632897724,No
g__Cellulosilyticum,g__Cellulosilyticum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,11.8204513345714,No
o__DTU014_unclass,o__DTU014_unclass,Bacteria,Firmicutes,Clostridia,DTU014,NA,NA,1.71011141054468,No
g__Trueperella,g__Trueperella,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,15.6670991859433,No
g__Acetanaerobacterium,g__Acetanaerobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,1.12340889608791,No
g__Jonquetella,g__Jonquetella,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,0.701811756807436,No
g__Holdemanella,g__Holdemanella,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,1.45192524903125,No
f__Victivallaceae_unclass,f__Victivallaceae_unclass,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,NA,3.32626708567159,No
g__Anaerofilum,g__Anaerofilum,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,1.32292106248163,No
g__Pseudoglutamicibacter,g__Pseudoglutamicibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudoglutamicibacter,0.948028958286355,No
g__Oxalobacter,g__Oxalobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Oxalobacter,0.978093299333195,No
g__Plesiomonas,g__Plesiomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Inf,No
g__Yersinia,g__Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Inf,No
f__Rhizobiaceae_unclass,f__Rhizobiaceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,138.473794606549,No
g__Propionibacterium,g__Propionibacterium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,0.332299776631936,No
g__Cuneatibacter,g__Cuneatibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,0.948842615391814,No
o__Saccharimonadales_unclass,o__Saccharimonadales_unclass,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.41517519582554,No
g__W5053,g__W5053,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053,2.82236879171887,No
g__Allisonella,g__Allisonella,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Allisonella,1.71166081181208,No
g__Parvimonas,g__Parvimonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas,34.4467708791587,No
g__Bosea,g__Bosea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,34.0876441863258,No
g__Shinella,g__Shinella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,44.7867081564051,No
g__Caproiciproducens,g__Caproiciproducens,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,1.33794743323402,No
g__Ignatzschineria,g__Ignatzschineria,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,3.60117417083663,No
g__Herbinix,g__Herbinix,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,26.4843377252279,No
g__Enterorhabdus,g__Enterorhabdus,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,0.931671770948641,No
g__Atopobium,g__Atopobium,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,3.40923189437489,No
o__Victivallales_unclass,o__Victivallales_unclass,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,NA,NA,4.08167520005556,No
g__Holdemania,g__Holdemania,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,0.982888854858814,No
g__Sporosarcina,g__Sporosarcina,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,153.125294287867,No
o__Mollicutes_RF39_unclass,o__Mollicutes_RF39_unclass,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,NA,NA,0.867664659986962,No
g__Anaerobacillus,g__Anaerobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,48.5332865035393,No
f__Aerococcaceae_unclass,f__Aerococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,NA,3.38529243529672,No
g__Lactonifactor,g__Lactonifactor,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lactonifactor,1.47822153800486,No
g__Cutibacterium,g__Cutibacterium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,2.06471410094337,No
g__Catabacter,g__Catabacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Catabacter,1.07706520802288,No
g__Clostridium_sensu_stricto_2,g__Clostridium_sensu_stricto_2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_2,2.21820402196078,No
g__Cellulosimicrobium,g__Cellulosimicrobium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,14.0401435832165,No
g__Altererythrobacter,g__Altererythrobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Inf,No
g__Ruminococcaceae_UCG-008,g__Ruminococcaceae_UCG-008,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-008,0.507649670668775,No
g__Candidatus_Saccharimonas,g__Candidatus_Saccharimonas,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,25.4276627359331,No
g__Sphaerochaeta,g__Sphaerochaeta,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Inf,No
g__Paeniclostridium,g__Paeniclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,1.85156355358229,No
g__Prevotellaceae_Ga6A1_group,g__Prevotellaceae_Ga6A1_group,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group,0.0316349983617554,No
g__Gemella,g__Gemella,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XI,Gemella,0.72209235595651,No
o__Coriobacteriales_unclass,o__Coriobacteriales_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,1.82997255608917,No
g__Dielma,g__Dielma,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,3.20241321023545,No
g__Alloscardovia,g__Alloscardovia,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,1.76080271890971,No
f__Peptostreptococcaceae_unclass,f__Peptostreptococcaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,6.08207024851299,No
g__Actinotignum,g__Actinotignum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,1.65623681450851,No
g__Lachnoclostridium_10,g__Lachnoclostridium_10,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium_10,37.2616842964413,No
g__Ruminococcaceae_UCG-011,g__Ruminococcaceae_UCG-011,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-011,1.57938908227182,No
o__Lactobacillales_unclass,o__Lactobacillales_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,1.53722292957186,No
o__Chloroplast_unclass,o__Chloroplast_unclass,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,0.403899149429947,No
g__Defluviitaleaceae_UCG-011,g__Defluviitaleaceae_UCG-011,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitaleaceae_UCG-011,0.71753260558981,No
g__Facklamia,g__Facklamia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,2.09298735020716,No
g__DNF00809,g__DNF00809,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,DNF00809,1.80969508711261,No
g__Shimwellia,g__Shimwellia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shimwellia,1.6550810064705,No
g__Epulopiscium,g__Epulopiscium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,0.0766275414433528,No
g__Clostridium_sensu_stricto_13,g__Clostridium_sensu_stricto_13,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_13,Inf,No
g__Scardovia,g__Scardovia,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,2.91230864143396,No
g__Glutamicibacter,g__Glutamicibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,Inf,No
g__Anaerofustis,g__Anaerofustis,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,1.46088654717943,No
g__Blastomonas,g__Blastomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Inf,No
g__Lachnospiraceae_UCG-008,g__Lachnospiraceae_UCG-008,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-008,0.276847920541612,No
g__Pectinatus,g__Pectinatus,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Pectinatus,244.179816649094,No
g__Tessaracoccus,g__Tessaracoccus,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,17.8501910684508,No
g__Propionimicrobium,g__Propionimicrobium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionimicrobium,1.53857720858742,No
g__Peptostreptococcus,g__Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,2.49002961492093,No
g__Actinobaculum,g__Actinobaculum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,8.17772610008287,No
f__Clostridiaceae_1_unclass,f__Clostridiaceae_1_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA,2.31442211529357,No
g__Sanguibacteroides,g__Sanguibacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Sanguibacteroides,0.476504300111808,No
f__vadinBE97_unclass,f__vadinBE97_unclass,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,vadinBE97,NA,1.90606783011709,No
g__Aerococcus,g__Aerococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,6.85927437866485,No
g__Rummeliibacillus,g__Rummeliibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,11.6721349906289,No
g__Ornithinibacillus,g__Ornithinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,0.118593069606095,No
g__Moryella,g__Moryella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,1.40062548245956,No
g__Novosphingobium,g__Novosphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,1011.13735493837,No
g__Rikenella,g__Rikenella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,4.7944194775387,No
g__Leuconostoc,g__Leuconostoc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,0.251820925013582,No
g__Arcanobacterium,g__Arcanobacterium,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,2.47167705635731,No
g__Ruminococcaceae_UCG-007,g__Ruminococcaceae_UCG-007,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-007,0.651336873756961,No
g__Sneathia,g__Sneathia,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,15.7641686944529,No
g__Enhydrobacter,g__Enhydrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,72.469975047587,No
g__Clostridium_sensu_stricto_3,g__Clostridium_sensu_stricto_3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_3,2.73393869140167,No
f__Succinivibrionaceae_unclass,f__Succinivibrionaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,7.37241582876626,No
f__Family_XI_unclass,f__Family_XI_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA,0.0801381775427083,No
g__Phenylobacterium,g__Phenylobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Inf,No
g__Pygmaiobacter,g__Pygmaiobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pygmaiobacter,Inf,No
g__Cupriavidus,g__Cupriavidus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,0,No
g__Robinsoniella,g__Robinsoniella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,3.77595802414499,No
g__Candidatus_Methanomethylophilus,g__Candidatus_Methanomethylophilus,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Candidatus_Methanomethylophilus,0.199062457304314,No
g__Clostridioides,g__Clostridioides,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,31.8248751455521,No
f__Rhodobacteraceae_unclass,f__Rhodobacteraceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,12.766001495589,No
g__Alcaligenes,g__Alcaligenes,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Alcaligenes,Inf,No
g__Pseudorhodoferax,g__Pseudorhodoferax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudorhodoferax,Inf,No
g__Citrobacter,g__Citrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,0,No
g__Stomatobaculum,g__Stomatobaculum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,0.0725593802181405,No
f__Paenibacillaceae_unclass,f__Paenibacillaceae_unclass,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,NA,0.149179756428182,No
g__Mycobacterium,g__Mycobacterium,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,350.639971598458,No
g__Helcococcus,g__Helcococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus,2.10822755078984,No
g__Methylobacterium,g__Methylobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,56.5778118593366,No
g__Solobacterium,g__Solobacterium,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,2.3475513323169,No
g__Erysipelotrichaceae_UCG-004,g__Erysipelotrichaceae_UCG-004,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-004,14.4471711072282,No
g__Dermabacter,g__Dermabacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,2.90752345025576,No
g__Neorhizobium,g__Neorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Inf,No
f__Pasteurellaceae_unclass,f__Pasteurellaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,0.9534175300218,No
f__Enterococcaceae_unclass,f__Enterococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,5.72850753779727,No
g__Merdibacter,g__Merdibacter,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Merdibacter,3.93253823786161,No
g__Libanicoccus,g__Libanicoccus,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,3.67273260239917,No
g__Deinococcus,g__Deinococcus,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,26.7307915735808,No
g__Johnsonella,g__Johnsonella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella,0.0167229424827422,No
g__Mitsuokella,g__Mitsuokella,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,2.03784134902281,No
o__Betaproteobacteriales_unclass,o__Betaproteobacteriales_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,Inf,No
g__Asteroleplasma,g__Asteroleplasma,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Asteroleplasma,0,No
g__Acidibacter,g__Acidibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,Inf,No
g__Corynebacterium,g__Corynebacterium,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0.862050942658671,No
g__Herbaspirillum,g__Herbaspirillum,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,4.3476334942367,No
g__Pseudoramibacter,g__Pseudoramibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,0.0251360669142354,No
