Id,Label,Kingdom,Phylum,Class,Order,Family,Genus,FC,PD_sig
o__Lactobacillales_unclass,o__Lactobacillales_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,0.560946087539193,No
g__Erysipelothrix,g__Erysipelothrix,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,0,No
o__Selenomonadales_unclass,o__Selenomonadales_unclass,Bacteria,Firmicutes,Negativicutes,Selenomonadales,NA,NA,Inf,No
g__Trueperella,g__Trueperella,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Inf,No
g__Cellulosimicrobium,g__Cellulosimicrobium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,0.291015415092897,No
g__Harryflintia,g__Harryflintia,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,0.438374166901342,No
g__Cosenzaea,g__Cosenzaea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cosenzaea,3.63965730851626,No
f__Saccharimonadaceae_unclass,f__Saccharimonadaceae_unclass,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,1.05797651260619,No
g__Neisseria,g__Neisseria,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,4.15314730694354,No
o__Corynebacteriales_unclass,o__Corynebacteriales_unclass,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,1.41366571675462,No
g__Epulopiscium,g__Epulopiscium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,2.96789972020415,No
f__Weeksellaceae_unclass,f__Weeksellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,Inf,No
g__Micrococcus,g__Micrococcus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,0,No
f__Vermiphilaceae_unclass,f__Vermiphilaceae_unclass,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,0,No
f__Bifidobacteriaceae_unclass,f__Bifidobacteriaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,10.2043125566667,No
g__Clostridioides,g__Clostridioides,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Inf,No
g__Cuneatibacter,g__Cuneatibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,2.77279137803988,No
f__Pasteurellaceae_unclass,f__Pasteurellaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,0.643516273566664,No
g__Ornithinimicrobium,g__Ornithinimicrobium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,0,No
g__Acetanaerobacterium,g__Acetanaerobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,1.77583955955711,No
g__Leucobacter,g__Leucobacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,0,No
g__Melissococcus,g__Melissococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,0,No
f__Sphingomonadaceae_unclass,f__Sphingomonadaceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,Inf,No
g__Paenochrobactrum,g__Paenochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Paenochrobactrum,0,No
g__Pseudonocardia,g__Pseudonocardia,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,0,No
g__Shinella,g__Shinella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Inf,No
g__Methylobacillus,g__Methylobacillus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylobacillus,0,No
f__Atopobiaceae_unclass,f__Atopobiaceae_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,Inf,No
g__Candidatus_Soleaferrea,g__Candidatus_Soleaferrea,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus_Soleaferrea,0.352226853644902,No
f__Saprospiraceae_unclass,f__Saprospiraceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,Inf,No
g__Rhodococcus,g__Rhodococcus,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,0,No
c__Actinobacteria_unclass,c__Actinobacteria_unclass,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,2.24909596364935,No
g__Paenarthrobacter,g__Paenarthrobacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,0,No
g__Parapusillimonas,g__Parapusillimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Parapusillimonas,Inf,No
g__Succiniclasticum,g__Succiniclasticum,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,Inf,No
p__Proteobacteria_unclass,p__Proteobacteria_unclass,Bacteria,Proteobacteria,NA,NA,NA,NA,Inf,No
f__Rhodobacteraceae_unclass,f__Rhodobacteraceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,Inf,No
f__Puniceicoccaceae_unclass,f__Puniceicoccaceae_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,Inf,No
g__Ralstonia,g__Ralstonia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,Inf,No
g__Ammoniphilus,g__Ammoniphilus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,Inf,No
o__Betaproteobacteriales_unclass,o__Betaproteobacteriales_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,0.783442837152852,No
g__Thermomonas,g__Thermomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Inf,No
g__Desulfotomaculum,g__Desulfotomaculum,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Inf,No
g__Methanobacterium,g__Methanobacterium,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Inf,No
g__Dermabacter,g__Dermabacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,Inf,No
o__Verrucomicrobiales_unclass,o__Verrucomicrobiales_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,NA,NA,Inf,No
f__Fusobacteriaceae_unclass,f__Fusobacteriaceae_unclass,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,3.38558981741041,No
g__Jeotgalicoccus,g__Jeotgalicoccus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,0,No
g__Anaerofustis,g__Anaerofustis,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,0.311425146921533,No
g__Rhodopirellula,g__Rhodopirellula,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Inf,No
g__Neorhizobium,g__Neorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Inf,No
f__Family_XI_unclass,f__Family_XI_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA,Inf,No
g__Methylobacterium,g__Methylobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Inf,No
g__Paeniclostridium,g__Paeniclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Inf,No
g__Tolumonas,g__Tolumonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Inf,No
o__SAR202_clade_unclass,o__SAR202_clade_unclass,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,Inf,No
g__Oceanobacillus,g__Oceanobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Inf,No
g__Proteiniphilum,g__Proteiniphilum,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Inf,No
g__Pseudoramibacter,g__Pseudoramibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,Inf,No
f__Xanthobacteraceae_unclass,f__Xanthobacteraceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,Inf,No
f__Streptococcaceae_unclass,f__Streptococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA,Inf,No
f__Marinifilaceae_unclass,f__Marinifilaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA,0,No
g__Aerococcus,g__Aerococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Inf,No
g__Blastococcus,g__Blastococcus,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,0,No
c__Bacilli_unclass,c__Bacilli_unclass,Bacteria,Firmicutes,Bacilli,NA,NA,NA,0.957097019361967,No
p__Bacteroidetes_unclass,p__Bacteroidetes_unclass,Bacteria,Bacteroidetes,NA,NA,NA,NA,Inf,No
g__Rhodanobacter,g__Rhodanobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Inf,No
g__Moheibacter,g__Moheibacter,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,Inf,No
g__Thermicanus,g__Thermicanus,Bacteria,Firmicutes,Bacilli,Bacillales,Family_X,Thermicanus,0,No
o__Rhizobiales_unclass,o__Rhizobiales_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,Inf,No
g__Selenomonas_4,g__Selenomonas_4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas_4,Inf,No
g__Empedobacter,g__Empedobacter,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,0,No
k__Eukaryota_unclass,k__Eukaryota_unclass,Eukaryota,NA,NA,NA,NA,NA,0,No
c__Alphaproteobacteria_unclass,c__Alphaproteobacteria_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.12450039519785,No
f__Defluviitaleaceae_unclass,f__Defluviitaleaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,NA,Inf,No
f__Flavobacteriaceae_unclass,f__Flavobacteriaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,Inf,No
f__mle1-27_unclass,f__mle1-27_unclass,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,NA,Inf,No
f__Syntrophomonadaceae_unclass,f__Syntrophomonadaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,NA,1.2943449338633,No
f__Enterococcaceae_unclass,f__Enterococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,0,No
c__Deltaproteobacteria_unclass,c__Deltaproteobacteria_unclass,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,0,No
f__Tannerellaceae_unclass,f__Tannerellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,NA,0,No
f__Entotheonellaceae_unclass,f__Entotheonellaceae_unclass,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,0,No
g__Actinobaculum,g__Actinobaculum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,Inf,No
g__Rhabdobacter,g__Rhabdobacter,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Rhabdobacter,Inf,No
p__Actinobacteria_unclass,p__Actinobacteria_unclass,Bacteria,Actinobacteria,NA,NA,NA,NA,Inf,No
g__Pseudoflavonifractor,g__Pseudoflavonifractor,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Inf,No
o__Saccharimonadales_unclass,o__Saccharimonadales_unclass,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,Inf,No
f__Methanobacteriaceae_unclass,f__Methanobacteriaceae_unclass,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,NA,Inf,No
g__Asteroleplasma,g__Asteroleplasma,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Asteroleplasma,Inf,No
f__Moraxellaceae_unclass,f__Moraxellaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,0,No
o__Obscuribacterales_unclass,o__Obscuribacterales_unclass,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA,0,No
g__Mesorhizobium,g__Mesorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,0,No
f__Mitochondria_unclass,f__Mitochondria_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,Inf,No
g__Dechloromonas,g__Dechloromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,Inf,No
g__Flavihumibacter,g__Flavihumibacter,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,Inf,No
c__Verrucomicrobiae_unclass,c__Verrucomicrobiae_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,NA,NA,NA,0,No
